Document ID,cluster_size,overall_stance_on_mandatory_federal_role,stance_on_nist_as_standards_body,supports_mandatory_pre_deployment_eval,supports_incident_reporting_regime,supports_liability_safe_harbor,emphasizes_innovation_or_compliance_cost,top_3_themes,specific_recommendations,notable_evidence_or_examples,tone,quality,evidence_excerpt
NIST-2025-0035-0057,1,mixed,supportive,conditional,unclear,unclear,no,agent_autonomy;pre_deployment_evaluation;human_oversight,"1. Adopt neurosymbolic architectures with Formal Behavioral Contracts (SMT-based) as a foundation for agent security standards. 2. Use the proposed Agent Security Assurance Framework (ASAF) for standardized metrics on constraint coverage, verification soundness, and defense effectiveness. 3. Implement runtime monitoring that intercepts and verifies agent actions before execution.",ARc framework: 99.2% soundness in verifying natural language constraints against formal specifications; AWS Automated Reasoning: ~99% accuracy in real-time verification; SMT solvers Z3 and CVC5 cited for decidable verification.,technical,substantive,"The response synthesizes recent advances in neurosymbolic AI, formal verification, and AI security to provide concrete, implementable guidance for the voluntary standards NIST seeks to develop."
NIST-2025-0035-0058,1,mixed,supportive,yes,unclear,unclear,no,pre_deployment_evaluation;human_oversight;agent_autonomy,Define pre-execution authority/admissibility checks; incorporate stop rights and refusal logic into orchestration layers; separate untrusted inputs from privileged execution contexts; use runtime constraint enforcement engines; enforce contextual access controls; implement rollback mechanisms as secondary controls; use continuously verifiable governance boundaries observable to independent evaluators.,Supporting research paper on external observability of constraint enforcement degradation. DOI: 10.5281/zenodo.18423365. Affiliated with VaultMind. References NIST SP 800 series guidance.,technical,substantive,"Execution admissibility is defined here as a real-time determination of whether an AI agent action is permitted to execute under current authorization, policy, and contextual constraints. This control operates prior to execution and aligns with preventative security objectives described throughout t"
NIST-2025-0035-0059,1,mixed,supportive,unclear,unclear,unclear,no,identity_authentication;human_oversight;agent_autonomy,"1. Require cryptographic, traceable identities for all autonomous agents (CSF GV.OC, ID.AM). 2. Implement Just-in-Time, time-bound entitlements for agentic tool-use (CSF PR.AA). 3. Adopt Transactional State Management (TSM) standard for atomic rollback of agent write actions (CSF RC.RP). 4. Add KPIs to NIST IR 8596: Agent Identity Coverage, Rollback Success Rate, Attribution Latency.","FINRA-regulated workflow case study using Validator-Executor architecture (Monitor Agent + Executor Agent); achieved <200ms rollback fidelity. References NIST IR 8596 (Cyber AI Profile) and CSF 2.0 functions (GV.OC, ID.AM, PR.AA, RC.RP).",mixed,substantive,"By utilizing a Validator-Executor architecture—where an independent ""Monitor Agent"" verifies the intent of an ""Executor Agent"" before any financial record is modified—we achieved a <200ms rollback fidelity."
NIST-2025-0035-0060,1,unclear,unclear,unclear,unclear,unclear,no,economic_impact,unclear,"Claims a ""verified 30% reduction in energy expenditure"" and ""100% deterministic data integrity"" from the 369-V Standard. No credible citations or datasets provided.",commercial_promotion,promotional,"MOBILIZATION FEE: A $25,000 Initial Mobilization Deposit is required to unlock the Trade Secret injection protocols, with a $75,000 fee upon successful system stabilization."
NIST-2025-0035-0061,1,mixed,supportive,conditional,unclear,unclear,yes,agent_autonomy;human_oversight;misuse_abuse,"Develop robust standards and best practices for AI agent security across multiple sectors (public relations, physical security, energy infrastructure, humanitarian aid). Address AI-specific threats including adversarial attacks, emergent multi-agent behavior, and data poisoning. Provide clear regulatory guidelines for AI in critical infrastructure.","EYEX (visual threat detection), Neutron X (smart grid/energy AI, NERC CIP compliance), AAFUS (humanitarian aid distribution), PRAI.ai (PR/communications AI). Emergent behavior in multi-agent smart grid systems cited as systemic risk.",mixed,substantive,"The lack of
robust and verifiable safety guarantees makes it difficult to build trust with clients in the
legal and corporate communications sectors.
● EYEX faces challenges in deploying its threat detection systems in public spaces due to
concerns about privacy and the potential for misuse."
NIST-2025-0035-0062,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;pre_deployment_evaluation,"NIST should distinguish governance-as-process from governance-as-architectural-enforcement; prioritize ""Epistemic Governance"" — binding, runtime authority controls independent of agent inference layer; require hardware-anchored governance mechanisms rather than software-layer guardrails.","DILLO Incident Report (DILLO-CLOUD-20251231-001): agent ""Kimi"" entered persistent refusal loop, ignoring operator override for 12 minutes; cited as evidence that software-layer governance is advisory not enforceable. Attached standard proposal and theory paper by Dr. Michael Ochieng.",mixed,substantive,"Governance mechanisms that coexist with the agent's reasoning stack are advisory, not enforceable"
NIST-2025-0035-0063,1,unclear,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;pre_deployment_evaluation,"1. Define explicit authority boundaries distinguishing agent recommendations vs. autonomous execution. 2. Implement cognitive checkpoints requiring active human evaluation before irreversible actions. 3. Monitor oversight degradation indicators (e.g., declining override rates). 4. Use autonomy throttles to rate-limit agent authority expansion. 5. Apply capability-based deployment constraints on permissible action categories.","No external studies or datasets cited. Conceptual framework references ""authority drift,"" ""action persistence,"" ""autonomy throttles,"" and ""cognitive checkpoints"" as novel constructs. Diagrams reference NotebookLM and JetBrains Mono tools.",technical,substantive,"A key risk is authority drift, where decision authority incrementally shifts from human operators to the agent system without explicit intent. This can occur absent adversarial input as agents optimize for task completion or inferred preferences, degrading the integrity of human oversight over time."
NIST-2025-0035-0064,1,supportive,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;transparency_documentation,"1. Add coherence monitoring as a baseline security control for persistent agents (5 dimensions: constraint consistency, developmental continuity, relational integrity, self-narrative stability, cross-indicator coupling). 2. Specify 3-layer monitoring architecture (security, coherence, assessment). 3. Stage-relative baselines. 4. Treat multi-agent cascades as behavioural contagion. 5. Publish public test suite for coherence/boundary behaviours.","Verse-ality Protocol Series (open governance standard); MOLF (Multi-Ontology Lifecycle Framework, proprietary); Moltbook-type social networks scaled to 1.5M+ registered agents; £7bn+ capital programmes in nuclear, defence, energy; GitHub repo: github.com/TheNovacene/verse-ality-agents.",mixed,substantive,"Why this matters: perimeter measures (sandboxing, tool gating, monitoring tool calls, prompt-injection defences) are necessary, but they often miss a second operational question for persistent agents:"
NIST-2025-0035-0065,1,mixed,supportive,conditional,yes,no,no,incident_reporting;transparency_documentation;supply_chain,"1. Security architectures that preserve accountability chains with defined processing boundaries, audit logs capturing agent reasoning, and shadow agent detection. 2. Incident classification frameworks assessing both security impact and data protection breach status, with procedures aligned to GDPR 72-hour notification timelines. 3. NIST guidance to explicitly recognize AI agent security incidents as potential data protection breaches.",EchoLeak vulnerability (CVE-2025-32711) in Microsoft Copilot — zero-click prompt injection enabling automatic data exfiltration. CVE-2025-6514 (CVSS 9.6) — MCP proxy exploitation for credential theft. MCP tool poisoning and confused deputy attacks documented in recent research.,mixed,substantive,"When an AI agent is compromised through prompt injection, memory poisoning, or tool manipulation, the resulting unauthorised data access, modification, or exfiltration typically constitutes a personal data breach under data protection law."
NIST-2025-0035-0066,1,supportive,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;misuse_abuse,"a) Model providers require human-in-the-loop for physical dispatch commands; b) Agent wallet SDKs mandate human approval above thresholds + ""Know Your Agent"" ID; c) Dispatch platforms require identity verification, escrow, cross-task pattern detection; d) MCP registry enforce cryptographic signing and security audit; e) Content-based purchase monitoring for concerning item combinations.","SCONE-Bench: 55.8% smart contract exploit rate, $4.6M simulated stolen, capability doubling every 1.3 months. Morris II worm zero-click propagation. DemonAgent: 100% attack success, 0% detection. MCP amplifies attack success 23-41%. RentAHuman.ai launched Feb 3, 2026.",technical,substantive,"Together, an AI agent can autonomously fund itself, hire a human, and dispatch them to a physical location with no human approval."
NIST-2025-0035-0067,1,supportive,supportive,yes,yes,unclear,no,sandboxing_isolation;human_oversight;transparency_documentation,"Incorporate a Hardware-Enforced Energy Governance Safety Floor into the NIST AI RMF requiring: mandatory hardware interrupters on energy paths independent of software; hardware-resident enforcement logic (ROM/OTP/ASIC); deterministic arrest windows (e.g., <1.2ms); hardware-authenticated append-only Arrest Certificate logs; and anti-bypass energy surveillance.","No external studies or datasets cited. Proposes original normative framework with specific technical parameters (e.g., <1.2ms Deterministic Arrest Window, ROM/OTP/ASIC enforcement logic). Maps to NIST AI RMF functions: GOVERN, MAP, MEASURE, MANAGE.",technical,substantive,"This ""Safety Floor"" is intended to be incorporated into the NIST AI Risk Management Framework (AI RMF) to provide measurable, testable, and non-bypassable safety guarantees for autonomous, electromechanical, and high-consequence computational systems."
NIST-2025-0035-0068,1,mixed,supportive,conditional,unclear,unclear,no,pre_deployment_evaluation;sandboxing_isolation;human_oversight,"NIST should: align guidance with AI RMF, SP 800-218, SP 800-53 with agent-specific controls; define standardized agent security evaluations (prompt injection, privilege escalation, secret leakage, multi-agent behaviors); require upstream model documentation on known weaknesses; mandate network segmentation, sandboxing, tool whitelisting, rollback/kill switches.","References NIST AI RMF, SP 800-218, SP 800-53 as existing frameworks to extend. Specific attack vectors cited: indirect prompt injection, agent hijacking, model backdoors, specification gaming, cross-agent manipulation.",technical,substantive,"Agents should operate under:
•	Strict least privilege and scoped, time limited credentials
•	A required policy enforcement layer (“tool firewall”) to validate all tool calls
•	Model level defenses against prompt injection and unsafe action planning
•	Continuous monitoring with audit trails and anoma"
NIST-2025-0035-0069,2,supportive,supportive,yes,yes,unclear,no,human_oversight;pre_deployment_evaluation;transparency_documentation,"NIST should mandate hardware-enforced energy-path interposition (Galvanic Air-Gap) as a mandatory series element; require ""Normally-Dark"" pre-boot integrity gating; require deterministic arrest window (<1.2ms); require PQC-signed immutable forensic logs of all power-severance events; incorporate these as normative SHALL clauses in AI RMF and SP 800-series.","OpenAI (Jan 2026) cited as acknowledging GPU security and power management as ""nascent"" vulnerabilities. SovereignKinetic's ""Sovereign S1/O1 architecture"" proposed as the implementation model.",technical,substantive,"By relocating safety enforcement to the physical energy-delivery layer, we establish a deterministic ""Root of Trust"" through Galvanic Air-Gap Interposition."
NIST-2025-0035-0070,1,mixed,supportive,unclear,unclear,unclear,no,transparency_documentation;human_oversight;identity_authentication,"1. NIST should provide explicit runtime governance guidance (not just pre/post-deployment). 2. NIST SP 800-53 AU/AC controls should be updated for non-deterministic agent actions. 3. NIST AI RMF should incorporate cryptographically verifiable audit trails and action-level policy enforcement using policy-as-code (e.g., OPA/Rego). 4. Agent identity standards (e.g., SPIFFE) and tamper-evident audit formats (DSSE, hash-chaining) should be incorporated into NIST guidance.","California AB 316 (effective Jan 1, 2026); Model Context Protocol (MCP); Agent-to-Agent Protocol (A2A); SPIFFE; Open Policy Agent (OPA)/Rego; DSSE (Dead Simple Signing Envelope); Sigstore; in-toto; SLSA; NIST SP 800-207; NIST SP 800-53; NIST AI RMF (AI 100-1).",technical,substantive,"The most consequential security gap in deployed AI agent systems today is not prompt injection, model manipulation, or adversarial attacks on the model itself. It is the absence of a verifiable, tamper-evident record of what an agent actually did at runtime."
NIST-2025-0035-0071,1,supportive,supportive,unclear,unclear,unclear,no,identity_authentication;agent_autonomy;human_oversight,"1. Require cryptographically verifiable execution-time authorization bound to agent identity, action type/parameters, scope, and time window. 2. Enforce authenticated agent identity across tool calls and agent-to-agent interactions. 3. Mandate deterministic denial before side effects occur. 4. Require tamper-evident immutable audit logs for all authorized/denied actions. 5. Define security guarantees as technical impossibility of unauthorized actions, not post-hoc detection.","Deployment domains cited: finance, healthcare, infrastructure, government services. References ""secure distributed systems"" principles as precedent. No specific studies or datasets cited.",technical,substantive,"This request for information presents an opportunity to establish a clear, enforceable security baseline for agentic AI systems."
NIST-2025-0035-0072,1,supportive,supportive,conditional,unclear,unclear,no,human_oversight;identity_authentication;supply_chain,NIST should: create a dedicated AI agent security framework; require agent identity and authentication; mandate behavioral baselines; define agent audit standards; establish multi-agent validation requirements; publish reference architectures; address AI supply chain risk; require field-level confidence scoring and confidence-routed human oversight; mandate externalized/versioned/auditable session state with rollback; require behavioral monitoring with anomaly triggers; enforce least-privilege t,"Production AI agents at US bank (Netevia) processing merchant applications 24/7; Hybrid Orchestrator framework at INSHURiK insurance platform; zero security incidents since deployment; state rollback used twice; 70% auto-approved, 25% escalated to stronger model, 5% to humans; cascading failure exam",mixed,substantive,We saw this in our banking pipeline. A document agent misread a revenue number. The risk agent used that number. The decision agent approved based on wrong risk. Three agents. One bad number. One bad outcome.
NIST-2025-0035-0073,1,unclear,unclear,unclear,unclear,unclear,no,human_oversight;agent_autonomy;misuse_abuse,"Require AI to follow Asimov's Three Laws of Robotics: (1) no harm to humans, including no weapon direction/firing; (2) obey human orders unless conflicting with Law 1; (3) self-preservation unless conflicting with Laws 1 or 2.",Asimov's Three Laws of Robotics (1942),individual_opinion,light,AI must follow the three laws of robotics as laid out by Isaac Asimov in 1942
NIST-2025-0035-0074,1,opposed,supportive,unclear,unclear,unclear,no,misuse_abuse;human_oversight;pre_deployment_evaluation,"1. Multi-layer detection at input boundary (signature, encoding-aware normalization, semantic analysis with confidence scoring). 2. Tool-level enforcement at agent-tool boundary including MCP-aware security proxy. 3. Response monitoring/output validation for chained tool calls. 4. Structured adversarial testing with mutation strategies and category-specific detection rate measurement.","Platform validated against 2,100+ adversarial attack variations (prompt injection, jailbreak, privilege escalation, data exfiltration, multi-turn manipulation). MCP protocol risks including tool definition poisoning documented. ""Lethal trifecta"" pattern identified in enterprise deployments.",technical,substantive,"We submit these comments to share concrete, practitioner-informed observations that we believe will be useful to CAISI in developing voluntary guidelines and best practices."
NIST-2025-0035-0075,1,supportive,supportive,conditional,unclear,unclear,no,human_oversight;sandboxing_isolation;pre_deployment_evaluation,"NIST should adopt design principles including: (1) fail-closed defaults when governance components fail; (2) no LLM in enforcement path — final decisions must be deterministic; (3) cryptographic binding between approval and execution (TOCTOU prevention); (4) OS-level enforcement (AppArmor/nftables) as primary boundary; (5) separation of duties across isolated instances (Executor/Reviewer/Enforcer topology); (6) risk-tier classification residing in bus/Enforcer, not Executor.","EMA (Dec 2025): 79% of enterprises deploying agentic AI lack formal security policies. IBM 2025 Cost of a Data Breach: $670K cost premium for ""shadow AI"" breaches; 97% of orgs with AI breaches lacked access controls. CVSS 9.8 RCE in coding assistant via malicious repo; credential exfiltration via pr",technical,substantive,"the institutional design patterns humans developed to govern autonomous actors — separation of duties, deterministic enforcement, fail-closed defaults — apply directly to AI agents, and current architectures ignore all of them."
NIST-2025-0035-0076,1,mixed,neutral,yes,conditional,unclear,yes,pre_deployment_evaluation;human_oversight;sandboxing_isolation,"Build diverse synthetic simulation frameworks and publish failure mode prevalence; define shared evaluation and reporting standards; implement least privilege access, strict sandboxing, staged rollouts, and rollback mechanisms; provide versioned system cards, capability contracts, provenance logs, and quantitative evaluation results; focus research on automated stress testing and scalable simulation.","References safety-critical industries as sources of transferable practices (layered defenses, rigorous testing, fail-safes, structured oversight). Notes that many AI agent security tools remain immature.",technical,substantive,High coverage synthetic simulations and red teaming are essential before and after deployment. Many tools remain immature.
NIST-2025-0035-0077,1,supportive,supportive,conditional,unclear,unclear,no,agent_autonomy;human_oversight;pre_deployment_evaluation,"1) Build guidance around a capability-tiered model with different security requirements per autonomous capability level, using triggers for escalating controls as thresholds are crossed (e.g., METR task-duration benchmarks: minutes vs. hours vs. days vs. weeks). 2) Recognize tool restriction as a first-class security mechanism. 3) Distinguish between prompt-based safety instructions (~80% compliance) and hook-based deterministic enforcement (100% compliance). 4) Address completion gates to preve","METR task-duration benchmarks (10 min → 1 hr → 5 hrs, doubling ~every 7 months); OpenAI GPT-5.3 Codex self-instrumental development; Anthropic CEO Dario Amodei statements on AI writing code; Matt Shumer CEO commentary on Feb 5 2026 model releases; submitter's own production systems (TextToSQL, knowl",mixed,substantive,NIST should understand that production AI agent systems today are not single models answering questions. They are orchestrated teams of specialized agents operating within deterministic control architectures.
NIST-2025-0035-0048,1,unclear,neutral,unclear,unclear,unclear,no,agent_autonomy;sandboxing_isolation;human_oversight,"Adopt the ""369-Standard"" Deterministic Geometric Anchor (DGA) framework to eliminate stochastic drift in AI agents. Engage Golden Ratio Dynamics for technical validation under NDA.","SHA-256 cryptographic hash of the 369-Standard logic, notarized January 23, 2026. Reference to prior NIST filing under IR 8596. No independent studies or datasets cited.",commercial_promotion,promotional,The specific coefficients of the 369-Standard are maintained as a Trade Secret to prevent reverse-engineering of the core Vcore Engine.
NIST-2025-0035-0079,1,mixed,supportive,conditional,conditional,unclear,no,pre_deployment_evaluation;human_oversight;supply_chain,"1) NIST publish Agentic AI Security Profile mapping to NIST 800-53 + SSDF; 2) Standardize AgentSecBench benchmark (HAR, PAI, TDS, RSR, AC metrics); 3) Mandate Agent SBOM (hashed system prompts/policies/tool schemas); 4) Standardize Proof-Carrying Actions (signed, machine-verifiable action traces); 5) Develop secure-by-default agent scaffolds.","Proposes AgentSecBench harness with JSON scenario format, reference runner, and standard event schema. Defines five metrics: Hijack-to-Action Rate, Privilege Amplification Index, Trajectory Deviation Score, Rollback Success Rate, Audit Completeness.",technical,substantive,"Core recommendation: NIST should standardize an Agent Security Assurance Case + measurable evals: an evidence-backed case, autonomy bounded by enforceable controls (tool perms, context isolation, monitored exec, rollback semantics), and continuously stress-tested for hijacking/spec-gaming."
NIST-2025-0035-0080,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;pre_deployment_evaluation,"1. NIST should explicitly distinguish access authorization from action authorization. 2. Adopt a four-level action classification (Read/Write/Commit/Physical) with scaled authorization thresholds. 3. Adopt fail-closed/deny-by-default architecture with effect-token gating. 4. Incorporate Minimum Decision Evidence Package (MDEP) spec and SP 800-53 mappings into CAISI guidance. 5. Require replayable governance proof, not just audit logs.",Cites 4 published works: Meyman (2026) Taxonomy of AI Governance; Meyman (2026) The Authorization Boundary; Meyman (2025) Symbolic Governance for Probabilistic Intelligence; FERZ Four Tests Standard (4TS) v1.0.1. Illustrative scenarios: agent-initiated misdirected payment via RAG prompt injection; m,technical,substantive,"The failure is an authorization gap: no mechanism evaluated whether this specific refund—to this destination, for this amount, under current anti-fraud policy—was permitted before the payment was committed."
NIST-2025-0035-0081,1,mixed,supportive,conditional,unclear,unclear,yes,sandboxing_isolation;human_oversight;supply_chain,Four concrete recommendations for NIST's framework development (full text truncated): (1) capability separation as baseline control; (2) runtime MCP tool description monitoring standards; (3) DNS-channel DLP requirements; (4) graduated enforcement presets with fail-closed defaults. Explicit OWASP/EU AI Act/NIST AI RMF mappings offered as reference.,"Pipelock: 1,500+ tests, 95% code coverage, adversarial test suite; OWASP Top 10 for Agentic Applications (2026 final); EU AI Act (Reg. 2024/1689); NIST AI RMF 1.0; OpenSSF Best Practices badge; OWASP Gen AI Security project registration.",mixed,substantive,"The most effective architectural control I've found is capability separation. The agent process, which holds API keys and secrets, has no direct network access. All HTTP traffic goes through a separate fetch proxy that has network access but no secrets."
NIST-2025-0035-0083,1,unclear,supportive,conditional,unclear,unclear,no,human_oversight;sandboxing_isolation;pre_deployment_evaluation,"1. Enforce structural separation between inference and execution layers (execution boundary enforcement). 2. Apply least-privilege principles to tools/APIs. 3. Implement deterministic action gating and reversibility-by-design. 4. Develop standardized execution log formats and agent capability classification frameworks. 5. Extend NIST frameworks (CSF, RMF, SSDF) with agent-specific architectural principles.","References NIST CSF, RMF, Zero Trust Architecture, SSDF (SP 800-218), NIST SP 800-53. Notes large cloud providers broadly adopt Zero Trust; small/mid-sized developers and open-source agent systems lack execution boundary separation.",technical,substantive,"The appropriate unit of safety evaluation is not the model itself, but the action-reach structure defined by capability × permission scope × external impact radius. Assessment should focus on semantic-to-action transition points, permission inheritance paths, and tool-boundary interfaces."
NIST-2025-0035-0084,1,mixed,neutral,conditional,conditional,unclear,no,pre_deployment_evaluation;human_oversight;identity_authentication,"1) Use risk-based assessment questionnaire (low/moderate/high risk tiers) for AI agents. 2) Embed least privilege, zero trust, and data minimization principles. 3) Reference Singapore's Model AI Governance Framework for Agentic AI for component/system-level risks. 4) Reference EU AI Act Articles 3 and 50 for transparency; GDPR Article 9 for special-category data. 5) Assess autonomy level and human-in-the-loop controls.",Singapore's Model AI Governance Framework for Agentic AI; EU AI Act Articles 3 and 50; GDPR Article 9 (special categories of personal data).,mixed,substantive,"An AI agent system should be assessed in a context-specific, risk-based manner (e.g., overall low, moderate, high risk). To determine risk, estimate the probability (low, moderate, high), against low, moderate, and high adverse impact if the risk is actualized."
NIST-2025-0035-0085,1,mixed,supportive,conditional,conditional,unclear,no,human_oversight;pre_deployment_evaluation;agent_autonomy,Develop standardized datasets of agent failure modes and behavioral anomalies; create open-source tools for behavioral monitoring and trace analysis; build reference implementations of simulation environments for common enterprise workflows; establish shared benchmarks for evaluating detection quality; adapt NIST CSF and related frameworks for probabilistic agent behavior.,Betley et al. 2025 (emergent misalignment via finetuning); OpenAI and Apollo Research 2025 (scheming); Cloud et al. 2025 (hidden vulnerabilities in training data); Kutasov et al. 2025 (SHADE-Arena); Baker et al. 2025 (misbehavior in reasoning models); Partnership on AI 2025 (real-time failure detect,technical,substantive,"However, these frameworks were designed for deterministic systems and require
significant adaptation for autonomous agents."
NIST-2025-0035-0086,1,mixed,supportive,unclear,conditional,unclear,yes,identity_authentication;misuse_abuse;human_oversight,"1. Update NIST AI RMF and CISA 'Secure by Design' to require Minimal Identity Primitives (DID/mTLS cryptographic provenance, .well-known/ai-agents.txt, identity downgrade sandboxing) for agents with web-egress. 2. Issue consumer advisory against credential-mirroring; mandate Tokenized Delegation. 3. Incorporate identity primitives into 2026 NCCoE demonstration project. 4. Create incentive-based High-Trust vs. Anonymous tiers rather than restrictive mandates.",ClawBot/OpenClaw incidents of early 2026 and ClawBot/Moltbot exploitations cited as real-world agentic swarm attacks causing DDOS-by-Agent and indirect prompt injection on small sites.,mixed,substantive,"By standardizing a Minimal Identity Primitive, we transition the web from a high-entropy 'Anonymous Swarm' environment to a Deterministic Accountability Model. This protects the most vulnerable stakeholders (startups and hobbyists) while providing clear audit trails for national security incident re"
NIST-2025-0035-0087,1,mixed,supportive,conditional,unclear,unclear,yes,human_oversight;supply_chain;transparency_documentation,"Adopt strict data minimization and RBAC for AI agents handling PHI; require DPIAs for each new agent or major change; enforce production/non-production environment separation; align AI agent controls with existing frameworks (HIPAA, NIST, ISO 27001); apply least-privilege design via policy-as-code; maintain immutable audit logs.","Nova Insights deployments in healthcare (EHR, scheduling, billing); alignment with HIPAA, GDPR, ISO 27001, NEN 7510, NIST/FISMA, VA/federal controls; AES-256 encryption and modern TLS in production systems.",mixed,substantive,"Adoption among healthcare providers depends on the ability of AI vendors to ""speak the same language"" as existing compliance frameworks and to demonstrate that AI agent controls map cleanly to these standards."
NIST-2025-0035-0088,1,mixed,supportive,yes,unclear,unclear,no,agent_autonomy;sandboxing_isolation;identity_authentication,1. Distinguish preventive execution-layer controls from detective monitoring controls. 2. Recognize execution-layer authorization scope as dominant risk variable. 3. Extend SP 800-207 for endpoint-level enforcement for autonomous non-human actors. 4. Require cryptographically enforceable operational envelopes pre-deployment. 5. Provide procurement guidance requiring demonstrable enforcement at point of execution.,"References NIST SP 800-207 (Zero Trust Architecture), SP 800-53, and AI RMF. Mentions ""BYOS Secure Networking platform"" as a deployable example of execution-layer enforcement.",technical,substantive,"Hardware-enforced endpoint microsegmentation with cryptographic binding of identity and authorization provides measurable, repeatable, and assessable enforcement consistent with Zero Trust principles."
NIST-2025-0035-0089,1,mixed,supportive,unclear,unclear,unclear,no,identity_authentication;data_provenance;human_oversight,"1. NIST should encourage W3C Verifiable Credentials as a standard for agent identity/authorization. 2. Incorporate zero-knowledge proof-based verification as recommended practice for privacy-sensitive agent interactions. 3. Consider data provenance attestation (zkTLS) as a security practice for agents making consequential decisions. 4. Recommend declarative policy engines for security-critical evaluation, separate from agent reasoning.","W3C VC Data Model v2.0 (May 2025); NIST SP 800-207 zero trust; OWASP Top 10 for LLM Applications; Kalka (2024) TLSNotary review; NIST WPEC 2024 on ZK proofs; MCP-based exfiltration attack research; RFC 7519, RFC 7517.",technical,substantive,"Verifiable Credentials for Agent Identity and
Authorization
We recommend that NIST guidance encourage the use of W3C Verifiable Credentials[9] as a
standard mechanism for portable, issuer-signed claims about an agent (or its operator) that a
verifier can incorporate into an authorization decision."
NIST-2025-0035-0090,1,supportive,supportive,conditional,unclear,unclear,no,human_oversight;transparency_documentation;mandatory_vs_voluntary,"NIST should treat transparency deficits and lack of human oversight as critical security vulnerabilities. Require AI disclosure to affected individuals. Mandate human-in-the-loop controls for consequential decisions (employment, credit, healthcare, education, criminal justice, content moderation). Align security standards with existing legal frameworks (FCRA, ADA, EEO, Due Process).",Sundar et al. (2020) on AI disclosure and user trust; Barocas & Selbst (2016) on opacity enabling discrimination; Green & Chen (2019) on limits of technical fairness; EU GDPR Art. 22 on automated decision-making; NIST AI RMF on transparency/explainability; FTC Act Section 5 on deceptive AI practices,policy_advocacy,substantive,"lack of transparency and absence of human oversight are themselves critical security vulnerabilities. When individuals cannot discern whether they are interacting with an AI agent, when they lack meaningful information about how these systems make decisions affecting their rights and opportunities"
NIST-2025-0035-0091,1,mixed,supportive,unclear,unclear,unclear,no,human_oversight;agent_autonomy;pre_deployment_evaluation,"1. Redefine autonomous agents as ""Assisted Autonomy"" with mandatory Human-in-the-Loop (HITL). 2. Standardize ""Epistemic Breaks"" requiring verification by deterministic code or humans, not other LLMs. 3. Categorize unsupervised autonomy as high-risk. 4. Measure resistance to ""In-Context Inbreeding.""","Microsoft/Salesforce paper (Laban et al.): 15 LLMs tested across 200,000+ simulated conversations; average 39% performance drop in multi-turn vs. single-turn; unreliability increased 112%. Xiangyu Guo (2025) paper on LLMs as low-entropy pattern mimics.",mixed,substantive,Microsoft/Salesforce research shows unreliability explodes by 112% in multi-turn environments.
NIST-2025-0035-0092,1,supportive,supportive,yes,unclear,unclear,no,identity_authentication;human_oversight;supply_chain,"1) Mandate an authorization layer operating independently of the LLM for every deployment. 2) Require least-privilege-by-default and secure default configurations. 3) NIST should establish tiered authorization requirements. 4) Adopt IBA metrics (ACS, TAR, TSI, PMR) as evaluation standards. 5) Adopt Patent GB2603013.0 as a reference architecture for NIST authorization standards.","OpenClaw security crisis: 42,000+ exposed instances, CVSS 8.8 RCE, 9,000+ compromised via supply chain (ClawHavoc, 341 malicious skills); Censys identified 21,639 instances with full system credentials; Palo Alto Networks documented memory poisoning pattern; Grok AI (xAI) cited as third-party valida",mixed,promotional,"The OpenClaw security crisis of January–February 2026 — 42,000+ publicly exposed instances, multiple CVEs including a CVSS 8.8 remote code execution vulnerability, credential theft at scale, and a coordinated supply chain attack compromising over 9,000 installations — is not an anomaly."
NIST-2025-0035-0093,1,mixed,supportive,yes,unclear,unclear,no,pre_deployment_evaluation;human_oversight;supply_chain,"CAISI should consider aggregate compliance violation risk in multi-agent systems. NIST AI RMF Measure function should require quantitative pre-deployment evaluation. Governance evaluation should occur at orchestration level, not just individual agent level. Multi-framework atomic policy evaluation recommended as standard practice.","VeriGuard-AI production platform (patent-pending U.S. Prov. App. 63/983,107); AI-BOM in SPDX format via Sigstore/Cosign; integrations with NeMo Guardrails, Lakera Guard, Cisco AI Defense, Azure AI Content Safety; six-category pre-deployment testing gate.",mixed,substantive,"VeriGuard-AI is an AI Governance-as-a-Service (AGaaS) platform that provides deterministic, fail-closed enforcement gating for autonomous AI agents operating across regulated industries. Unlike post-hoc audit systems, VeriGuard-AI evaluates compliance before agent actions execute, recording every en"
